STATIONS_ID,MESS_DATUM,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK
3668,18790101,-999,-999.0,-999.0,1,1.8,1,-999.0,-999,7.0,8.1,975.8,7.8,75.0,10.9,5.3,-999.0
3668,18790102,-999,-999.0,-999.0,1,1.1,8,-999.0,-999,7.3,7.1,970.1,4.7,77.0,9.0,1.0,-999.0
3668,18790103,-999,-999.0,-999.0,1,8.2,1,-999.0,-999,6.7,6.1,970.2,2.0,87.0,6.7,-3.3,-999.0
3668,18790104,-999,-999.0,-999.0,1,1.3,7,-999.0,-999,8.0,7.1,964.8,3.4,92.0,8.2,0.7,-999.0
3668,18790105,-999,-999.0,-999.0,1,0.7,7,-999.0,-999,8.0,5.3,977.7,-0.3,88.0,1.5,-2.2,-999.0
3668,18790106,-999,-999.0,-999.0,1,0.9,7,-999.0,-999,8.0,5.1,983.4,-0.9,88.0,1.0,-2.3,-999.0
3668,18790107,-999,-999.0,-999.0,1,0.1,7,-999.0,-999,7.7,4.4,978.8,-4.0,94.0,-0.1,-6.5,-999.0
3668,18790108,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,0.7,2.9,969.6,-7.2,80.0,-2.2,-8.5,-999.0
3668,18790109,-999,-999.0,-999.0,1,4.5,7,-999.0,-999,4.3,2.8,970.3,-8.4,82.0,-5.2,-11.4,-999.0
3668,18790110,-999,-999.0,-999.0,1,0.3,7,-999.0,-999,8.0,3.2,964.2,-7.2,92.0,-5.0,-8.6,-999.0
3668,18790111,-999,-999.0,-999.0,1,4.0,8,-999.0,-999,8.0,3.7,965.0,-5.9,91.0,-1.6,-11.2,-999.0
3668,18790112,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.3,5.5,976.7,-0.7,88.0,3.7,-3.3,-999.0
3668,18790113,-999,-999.0,-999.0,1,1.1,8,-999.0,-999,7.7,4.3,991.2,-3.3,87.0,-1.0,-5.2,-999.0
3668,18790114,-999,-999.0,-999.0,1,1.0,8,-999.0,-999,8.0,6.0,986.5,0.6,94.0,2.2,-3.3,-999.0
3668,18790115,-999,-999.0,-999.0,1,1.0,8,-999.0,-999,8.0,6.3,976.7,1.0,94.0,3.4,-1.2,-999.0
3668,18790116,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.0,6.0,978.0,0.3,92.0,3.9,-2.4,-999.0
3668,18790117,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,4.4,982.6,-4.1,99.0,-2.0,-6.0,-999.0
3668,18790118,-999,-999.0,-999.0,1,0.1,7,-999.0,-999,6.0,4.7,983.8,-3.0,92.0,0.2,-4.6,-999.0
3668,18790119,-999,-999.0,-999.0,1,0.0,7,-999.0,-999,4.7,4.1,985.6,-3.3,83.0,-0.3,-5.6,-999.0
3668,18790120,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,3.3,985.7,-5.0,80.0,-4.0,-5.9,-999.0
3668,18790121,-999,-999.0,-999.0,1,2.5,7,-999.0,-999,1.3,2.8,978.4,-8.3,82.0,-2.9,-11.6,-999.0
3668,18790122,-999,-999.0,-999.0,1,0.8,7,-999.0,-999,8.0,3.5,976.5,-6.2,88.0,-2.8,-10.2,-999.0
3668,18790123,-999,-999.0,-999.0,1,2.0,1,-999.0,-999,7.7,4.9,973.5,-0.7,80.0,3.9,-4.8,-999.0
3668,18790124,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.7,6.0,974.4,2.7,79.0,6.8,-0.4,-999.0
3668,18790125,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,3.7,6.1,977.6,1.5,87.0,5.0,-0.3,-999.0
3668,18790126,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,8.0,5.9,980.5,0.3,90.0,2.2,-3.7,-999.0
3668,18790127,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,5.6,986.7,0.4,87.0,1.9,-0.7,-999.0
3668,18790128,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,4.7,985.1,-1.9,87.0,0.6,-3.0,-999.0
3668,18790129,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,4.7,985.3,-1.9,87.0,-0.6,-3.2,-999.0
3668,18790130,-999,-999.0,-999.0,1,0.4,1,-999.0,-999,8.0,5.5,984.3,-0.5,90.0,1.5,-2.1,-999.0
3668,18790131,-999,-999.0,-999.0,1,0.4,7,-999.0,-999,8.0,5.6,983.3,-0.6,93.0,1.2,-2.2,-999.0
3668,18790201,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.7,4.5,980.1,-1.9,84.0,0.6,-3.0,-999.0
3668,18790202,-999,-999.0,-999.0,1,3.3,1,-999.0,-999,5.3,4.3,978.0,-3.6,87.0,0.0,-9.8,-999.0
3668,18790203,-999,-999.0,-999.0,1,6.5,1,-999.0,-999,7.0,5.5,970.0,-0.3,88.0,3.2,-3.6,-999.0
3668,18790204,-999,-999.0,-999.0,1,4.1,1,-999.0,-999,8.0,8.0,967.6,4.0,95.0,6.8,1.2,-999.0
3668,18790205,-999,-999.0,-999.0,1,0.6,8,-999.0,-999,8.0,6.8,977.1,1.9,95.0,4.1,0.8,-999.0
3668,18790206,-999,-999.0,-999.0,1,0.0,1,-999.0,-999,7.7,6.4,974.6,1.9,88.0,4.6,-0.1,-999.0
3668,18790207,-999,-999.0,-999.0,1,1.6,1,-999.0,-999,5.7,6.7,973.8,4.1,77.0,9.5,1.3,-999.0
3668,18790208,-999,-999.0,-999.0,1,1.1,1,-999.0,-999,6.3,7.5,971.0,5.9,79.0,10.0,2.5,-999.0
3668,18790209,-999,-999.0,-999.0,1,3.4,1,-999.0,-999,8.0,7.9,971.2,6.4,80.0,9.7,3.2,-999.0
3668,18790210,-999,-999.0,-999.0,1,1.1,1,-999.0,-999,8.0,9.5,959.3,8.6,83.0,12.0,5.5,-999.0
3668,18790211,-999,-999.0,-999.0,1,1.8,1,-999.0,-999,8.0,8.5,954.5,5.9,91.0,8.9,4.4,-999.0
3668,18790212,-999,-999.0,-999.0,1,0.7,8,-999.0,-999,8.0,7.7,961.9,5.1,84.0,8.8,3.2,-999.0
3668,18790213,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,5.9,975.5,1.9,82.0,4.0,0.2,-999.0
3668,18790214,-999,-999.0,-999.0,1,0.2,7,-999.0,-999,7.7,5.2,967.8,1.0,77.0,3.9,-1.0,-999.0
3668,18790215,-999,-999.0,-999.0,1,0.6,1,-999.0,-999,7.7,5.6,963.5,1.8,79.0,3.9,-0.3,-999.0
3668,18790216,-999,-999.0,-999.0,1,0.6,1,-999.0,-999,7.3,6.3,955.9,2.3,84.0,6.2,0.0,-999.0
3668,18790217,-999,-999.0,-999.0,1,0.8,7,-999.0,-999,6.7,6.1,948.9,2.6,80.0,7.0,0.0,-999.0
3668,18790218,-999,-999.0,-999.0,1,4.0,7,-999.0,-999,7.3,5.6,950.5,1.5,81.0,4.7,0.1,-999.0
3668,18790219,-999,-999.0,-999.0,1,2.6,7,-999.0,-999,8.0,5.5,962.2,0.7,84.0,3.3,-1.5,-999.0
3668,18790220,-999,-999.0,-999.0,1,5.4,7,-999.0,-999,7.7,5.5,955.0,1.1,81.0,4.0,-1.9,-999.0
3668,18790221,-999,-999.0,-999.0,1,0.7,7,-999.0,-999,6.3,5.6,953.8,1.0,84.0,3.5,-1.3,-999.0
3668,18790222,-999,-999.0,-999.0,1,11.6,7,-999.0,-999,7.3,5.5,957.0,0.9,83.0,3.1,-0.2,-999.0
3668,18790223,-999,-999.0,-999.0,1,8.8,7,-999.0,-999,8.0,4.9,953.6,-1.6,91.0,0.6,-5.0,-999.0
3668,18790224,-999,-999.0,-999.0,1,2.9,7,-999.0,-999,8.0,4.1,968.2,-3.1,84.0,-0.4,-4.6,-999.0
3668,18790225,-999,-999.0,-999.0,1,5.8,7,-999.0,-999,8.0,4.5,962.1,-2.2,87.0,0.4,-4.6,-999.0
3668,18790226,-999,-999.0,-999.0,1,6.4,7,-999.0,-999,8.0,5.1,963.9,-1.5,90.0,0.7,-2.6,-999.0
3668,18790227,-999,-999.0,-999.0,1,2.6,7,-999.0,-999,7.7,4.5,970.1,-2.5,87.0,-0.3,-3.7,-999.0
3668,18790228,-999,-999.0,-999.0,1,0.6,7,-999.0,-999,8.0,4.8,972.0,-1.9,88.0,0.8,-4.4,-999.0
3668,18790301,-999,-999.0,-999.0,1,1.6,7,-999.0,-999,8.0,5.2,977.6,0.1,81.0,3.5,-3.2,-999.0
3668,18790302,-999,-999.0,-999.0,1,2.1,7,-999.0,-999,7.7,5.2,982.2,0.0,83.0,1.9,-1.8,-999.0
3668,18790303,-999,-999.0,-999.0,1,0.8,7,-999.0,-999,6.7,5.3,977.5,-0.5,87.0,4.0,-2.4,-999.0
3668,18790304,-999,-999.0,-999.0,1,0.1,7,-999.0,-999,6.7,5.5,982.1,0.3,84.0,3.2,-3.0,-999.0
3668,18790305,-999,-999.0,-999.0,1,1.3,1,-999.0,-999,8.0,5.7,986.6,0.7,85.0,5.0,-5.8,-999.0
3668,18790306,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,6.4,986.2,2.5,85.0,5.0,-1.1,-999.0
3668,18790307,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,2.7,6.4,994.6,1.6,89.0,5.2,-0.2,-999.0
3668,18790308,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,3.3,5.6,998.8,0.3,83.0,7.7,-5.6,-999.0
3668,18790309,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,2.0,5.1,995.5,0.8,74.0,10.2,-4.9,-999.0
3668,18790310,-999,-999.0,-999.0,1,3.5,1,-999.0,-999,2.3,6.4,989.9,3.6,74.0,11.5,-5.0,-999.0
3668,18790311,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.7,7.2,983.0,4.8,83.0,7.5,2.3,-999.0
3668,18790312,-999,-999.0,-999.0,1,3.8,8,-999.0,-999,7.3,5.3,977.4,2.8,70.0,6.0,-0.8,-999.0
3668,18790313,-999,-999.0,-999.0,1,0.4,7,-999.0,-999,3.7,4.0,976.9,-1.8,73.0,4.4,-4.0,-999.0
3668,18790314,-999,-999.0,-999.0,1,0.1,7,-999.0,-999,2.0,3.3,980.4,-3.6,69.0,-0.8,-5.4,-999.0
3668,18790315,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.7,4.5,977.1,0.0,72.0,3.6,-8.1,-999.0
3668,18790316,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.0,6.5,974.3,4.8,72.0,10.8,0.6,-999.0
3668,18790317,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.3,6.3,979.5,4.2,70.0,10.1,0.8,-999.0
3668,18790318,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,2.3,5.5,979.9,2.3,72.0,7.8,-1.5,-999.0
3668,18790319,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,0.3,6.4,974.4,4.8,68.0,13.8,-2.3,-999.0
3668,18790320,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,4.3,6.7,970.0,4.4,75.0,10.2,-0.6,-999.0
3668,18790321,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.3,6.8,971.1,5.4,75.0,8.8,2.8,-999.0
3668,18790322,-999,-999.0,-999.0,1,1.5,7,-999.0,-999,3.7,5.3,965.9,2.6,70.0,7.5,-0.8,-999.0
3668,18790323,-999,-999.0,-999.0,1,2.4,7,-999.0,-999,8.0,5.2,967.2,-0.3,87.0,2.0,-2.2,-999.0
3668,18790324,-999,-999.0,-999.0,1,0.8,7,-999.0,-999,8.0,4.1,970.3,-1.8,75.0,0.5,-3.8,-999.0
3668,18790325,-999,-999.0,-999.0,1,2.5,7,-999.0,-999,7.7,3.9,972.5,-1.7,70.0,1.0,-5.0,-999.0
3668,18790326,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,4.8,970.6,-1.1,82.0,1.8,-3.8,-999.0
3668,18790327,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,3.3,5.5,967.2,1.6,75.0,8.0,-2.7,-999.0
3668,18790328,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,6.7,968.9,4.3,78.0,7.1,0.2,-999.0
3668,18790329,-999,-999.0,-999.0,1,2.5,1,-999.0,-999,6.7,7.6,978.0,5.9,80.0,8.9,2.8,-999.0
3668,18790330,-999,-999.0,-999.0,1,2.1,1,-999.0,-999,7.0,9.2,976.7,7.4,85.0,12.9,2.8,-999.0
3668,18790331,-999,-999.0,-999.0,1,0.3,1,-999.0,-999,7.3,9.2,976.0,8.3,80.0,14.5,1.0,-999.0
3668,18790401,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.3,8.8,972.4,13.5,54.0,20.3,6.2,-999.0
3668,18790402,-999,-999.0,-999.0,1,5.5,1,-999.0,-999,4.0,8.1,961.6,12.2,55.0,20.7,6.2,-999.0
3668,18790403,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,7.3,960.7,5.5,82.0,13.1,4.0,-999.0
3668,18790404,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.3,6.3,971.7,5.0,71.0,7.8,0.3,-999.0
3668,18790405,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.0,6.4,976.8,4.6,72.0,10.9,-0.6,-999.0
3668,18790406,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.0,6.1,970.5,7.9,55.0,14.1,1.5,-999.0
3668,18790407,-999,-999.0,-999.0,1,1.4,1,-999.0,-999,3.0,7.3,959.5,11.9,50.0,18.3,2.8,-999.0
3668,18790408,-999,-999.0,-999.0,1,3.7,1,-999.0,-999,5.3,9.2,953.8,11.4,66.0,18.4,6.2,-999.0
3668,18790409,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.3,9.1,959.9,10.0,72.0,14.0,5.2,-999.0
3668,18790410,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,7.3,965.8,6.8,72.0,10.8,5.0,-999.0
3668,18790411,-999,-999.0,-999.0,1,3.7,8,-999.0,-999,8.0,6.0,968.6,3.8,72.0,6.4,1.0,-999.0
3668,18790412,-999,-999.0,-999.0,1,1.0,7,-999.0,-999,8.0,6.1,965.8,1.4,91.0,5.1,-1.6,-999.0
3668,18790413,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,5.1,967.6,-0.8,86.0,1.5,-3.4,-999.0
3668,18790414,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.0,6.8,964.6,5.7,72.0,11.0,-0.8,-999.0
3668,18790415,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.3,8.7,963.7,9.8,69.0,13.4,2.8,-999.0
3668,18790416,-999,-999.0,-999.0,1,9.3,1,-999.0,-999,5.0,8.0,963.1,8.8,69.0,12.8,6.8,-999.0
3668,18790417,-999,-999.0,-999.0,1,16.0,8,-999.0,-999,8.0,7.6,958.9,4.7,89.0,8.8,3.0,-999.0
3668,18790418,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,8.0,6.4,966.7,2.3,88.0,4.8,0.2,-999.0
3668,18790419,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.0,5.9,973.9,5.0,67.0,9.1,2.2,-999.0
3668,18790420,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,2.0,6.8,968.1,8.1,61.0,15.5,-1.0,-999.0
3668,18790421,-999,-999.0,-999.0,1,7.4,1,-999.0,-999,8.0,8.5,958.5,11.6,59.0,19.0,2.5,-999.0
3668,18790422,-999,-999.0,-999.0,1,0.3,1,-999.0,-999,6.7,8.8,962.5,8.5,77.0,12.9,6.6,-999.0
3668,18790423,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.0,7.7,966.0,8.3,69.0,12.1,4.1,-999.0
3668,18790424,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,4.0,7.6,969.1,10.7,58.0,15.7,1.0,-999.0
3668,18790425,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.0,7.5,977.1,9.5,61.0,14.0,6.2,-999.0
3668,18790426,-999,-999.0,-999.0,1,1.2,1,-999.0,-999,4.7,8.1,972.1,8.4,71.0,14.1,-1.0,-999.0
3668,18790427,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.3,8.7,967.0,10.8,67.0,15.4,4.0,-999.0
3668,18790428,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.7,6.8,968.4,8.4,58.0,14.1,3.6,-999.0
3668,18790429,-999,-999.0,-999.0,1,1.5,7,-999.0,-999,7.0,5.5,978.4,5.3,61.0,8.9,1.2,-999.0
3668,18790430,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.7,5.1,981.2,3.8,63.0,7.8,0.3,-999.0
3668,18790501,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,2.7,5.1,978.8,3.7,55.0,10.1,-4.3,-999.0
3668,18790502,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,1.7,4.9,979.7,5.7,49.0,11.6,-0.6,-999.0
3668,18790503,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.7,5.5,984.4,5.4,56.0,9.9,-0.5,-999.0
3668,18790504,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.7,6.5,986.2,5.3,67.0,11.5,-0.8,-999.0
3668,18790505,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,3.3,8.0,985.1,10.8,55.0,17.7,4.4,-999.0
3668,18790506,-999,-999.0,-999.0,1,2.5,1,-999.0,-999,5.3,9.3,973.3,10.7,62.0,18.1,1.4,-999.0
3668,18790507,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,8.0,7.5,967.5,6.2,86.0,13.4,2.2,-999.0
3668,18790508,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.7,7.5,973.1,5.9,77.0,10.3,2.2,-999.0
3668,18790509,-999,-999.0,-999.0,1,69.9,8,-999.0,-999,7.7,9.3,964.0,10.0,71.0,15.2,5.5,-999.0
3668,18790510,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,8.0,7.1,969.1,4.5,93.0,11.2,0.7,-999.0
3668,18790511,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.7,6.1,979.0,5.9,63.0,10.0,1.2,-999.0
3668,18790512,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.0,6.1,982.3,6.0,59.0,11.9,-1.6,-999.0
3668,18790513,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.0,8.4,983.9,9.2,66.0,15.0,3.0,-999.0
3668,18790514,-999,-999.0,-999.0,1,2.0,1,-999.0,-999,2.7,8.7,979.7,10.7,58.0,17.7,1.3,-999.0
3668,18790515,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,5.3,10.0,979.5,11.6,72.0,16.0,8.6,-999.0
3668,18790516,-999,-999.0,-999.0,1,2.1,1,-999.0,-999,7.7,9.2,980.2,9.2,76.0,13.8,4.8,-999.0
3668,18790517,-999,-999.0,-999.0,1,0.4,1,-999.0,-999,6.3,9.3,977.7,10.3,72.0,15.1,6.7,-999.0
3668,18790518,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.0,9.1,970.2,11.0,69.0,17.0,6.0,-999.0
3668,18790519,-999,-999.0,-999.0,1,0.2,1,-999.0,-999,3.3,10.1,971.1,12.0,65.0,19.0,3.4,-999.0
3668,18790520,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,4.0,10.8,976.4,13.4,61.0,20.7,4.2,-999.0
3668,18790521,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,3.7,12.1,980.6,14.1,67.0,21.3,6.7,-999.0
3668,18790522,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,1.7,10.9,982.2,15.1,57.0,21.7,7.0,-999.0
3668,18790523,-999,-999.0,-999.0,1,3.4,1,-999.0,-999,2.3,12.1,979.9,16.0,58.0,23.5,6.7,-999.0
3668,18790524,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.3,14.4,978.8,14.7,85.0,18.8,10.4,-999.0
3668,18790525,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,4.0,13.9,973.1,15.0,78.0,20.0,10.6,-999.0
3668,18790526,-999,-999.0,-999.0,1,21.1,8,-999.0,-999,7.3,13.6,970.8,15.3,73.0,20.0,10.4,-999.0
3668,18790527,-999,-999.0,-999.0,1,1.1,1,-999.0,-999,5.7,15.1,962.1,16.6,74.0,24.1,10.2,-999.0
3668,18790528,-999,-999.0,-999.0,1,2.9,1,-999.0,-999,2.7,12.1,967.3,16.4,59.0,23.1,8.4,-999.0
3668,18790529,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.3,9.7,975.3,12.5,68.0,19.1,8.0,-999.0
3668,18790530,-999,-999.0,-999.0,1,4.6,1,-999.0,-999,5.7,11.7,978.8,15.3,58.0,23.0,5.6,-999.0
3668,18790531,-999,-999.0,-999.0,1,0.8,1,-999.0,-999,6.0,13.5,975.4,15.8,75.0,20.0,11.9,-999.0
3668,18790601,-999,-999.0,-999.0,1,0.6,1,-999.0,-999,4.0,12.9,975.5,14.8,69.0,21.5,7.0,-999.0
3668,18790602,-999,-999.0,-999.0,1,1.6,1,-999.0,-999,3.3,11.6,978.4,15.4,61.0,20.0,9.4,-999.0
3668,18790603,-999,-999.0,-999.0,1,1.7,1,-999.0,-999,7.3,13.3,973.6,15.4,71.0,21.8,8.6,-999.0
3668,18790604,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.7,10.4,977.4,14.3,61.0,18.0,9.8,-999.0
3668,18790605,-999,-999.0,-999.0,1,0.4,1,-999.0,-999,5.3,12.5,975.8,15.7,63.0,21.9,8.6,-999.0
3668,18790606,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.3,14.8,971.6,16.7,75.0,21.7,12.2,-999.0
3668,18790607,-999,-999.0,-999.0,1,0.3,1,-999.0,-999,1.7,14.3,973.5,19.1,59.0,25.8,12.0,-999.0
3668,18790608,-999,-999.0,-999.0,1,1.2,1,-999.0,-999,5.3,15.5,973.0,18.4,73.0,22.0,13.4,-999.0
3668,18790609,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.3,15.5,977.6,16.6,76.0,22.0,11.6,-999.0
3668,18790610,-999,-999.0,-999.0,1,0.2,1,-999.0,-999,4.3,14.5,980.3,16.9,66.0,23.2,8.7,-999.0
3668,18790611,-999,-999.0,-999.0,1,7.4,1,-999.0,-999,4.0,13.9,982.9,17.6,66.0,25.1,10.2,-999.0
3668,18790612,-999,-999.0,-999.0,1,1.8,1,-999.0,-999,7.3,14.4,982.3,15.9,82.0,21.3,10.8,-999.0
3668,18790613,-999,-999.0,-999.0,1,4.4,1,-999.0,-999,7.3,12.3,983.1,13.9,77.0,18.5,8.8,-999.0
3668,18790614,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.7,12.7,984.2,13.5,85.0,17.2,10.0,-999.0
3668,18790615,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,3.0,13.5,980.4,16.2,63.0,22.8,7.5,-999.0
3668,18790616,-999,-999.0,-999.0,1,24.9,1,-999.0,-999,6.3,14.9,971.2,19.2,59.0,27.2,9.0,-999.0
3668,18790617,-999,-999.0,-999.0,1,2.4,1,-999.0,-999,6.0,13.9,967.6,16.4,81.0,23.2,11.7,-999.0
3668,18790618,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.0,12.5,972.8,13.4,77.0,17.1,9.0,-999.0
3668,18790619,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.3,13.2,979.6,14.9,73.0,19.8,9.4,-999.0
3668,18790620,-999,-999.0,-999.0,1,0.7,1,-999.0,-999,2.3,14.4,977.4,18.9,58.0,26.0,9.3,-999.0
3668,18790621,-999,-999.0,-999.0,1,3.6,1,-999.0,-999,4.3,16.7,979.0,19.3,72.0,25.1,13.7,-999.0
3668,18790622,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.3,15.7,977.7,18.9,75.0,24.2,12.3,-999.0
3668,18790623,-999,-999.0,-999.0,1,5.9,1,-999.0,-999,5.7,12.1,976.7,16.3,59.0,23.6,7.4,-999.0
3668,18790624,-999,-999.0,-999.0,1,3.8,1,-999.0,-999,6.3,15.7,972.0,17.8,72.0,23.8,12.4,-999.0
3668,18790625,-999,-999.0,-999.0,1,2.4,1,-999.0,-999,8.0,14.1,971.6,14.4,88.0,16.8,12.6,-999.0
3668,18790626,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,2.3,11.2,979.9,16.0,59.0,22.0,10.4,-999.0
3668,18790627,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,2.7,15.6,982.0,19.2,61.0,25.0,10.1,-999.0
3668,18790628,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,1.3,18.8,978.2,23.4,54.0,31.3,12.4,-999.0
3668,18790629,-999,-999.0,-999.0,1,1.0,1,-999.0,-999,6.7,19.9,979.5,23.4,68.0,29.1,19.0,-999.0
3668,18790630,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,5.0,13.1,983.7,18.4,63.0,23.6,14.7,-999.0
3668,18790701,-999,-999.0,-999.0,1,13.7,1,-999.0,-999,4.7,15.7,974.2,18.9,61.0,27.0,8.2,-999.0
3668,18790702,-999,-999.0,-999.0,1,1.0,1,-999.0,-999,6.0,13.9,974.3,14.8,88.0,22.0,10.2,-999.0
3668,18790703,-999,-999.0,-999.0,1,2.0,1,-999.0,-999,7.0,12.7,974.0,13.8,75.0,17.9,6.6,-999.0
3668,18790704,-999,-999.0,-999.0,1,1.5,1,-999.0,-999,6.0,12.4,972.7,14.4,76.0,17.0,12.7,-999.0
3668,18790705,-999,-999.0,-999.0,1,10.2,1,-999.0,-999,8.0,10.5,974.4,12.6,70.0,16.4,9.2,-999.0
3668,18790706,-999,-999.0,-999.0,1,1.9,1,-999.0,-999,5.7,10.9,976.4,11.2,86.0,14.8,8.4,-999.0
3668,18790707,-999,-999.0,-999.0,1,4.0,1,-999.0,-999,7.3,12.9,976.0,13.0,84.0,15.7,8.4,-999.0
3668,18790708,-999,-999.0,-999.0,1,9.6,1,-999.0,-999,7.3,15.6,971.1,16.5,80.0,23.1,12.4,-999.0
3668,18790709,-999,-999.0,-999.0,1,2.5,1,-999.0,-999,6.7,12.1,970.3,15.0,72.0,18.0,12.6,-999.0
3668,18790710,-999,-999.0,-999.0,1,3.0,1,-999.0,-999,7.3,10.8,970.6,12.0,76.0,15.5,8.4,-999.0
3668,18790711,-999,-999.0,-999.0,1,0.1,1,-999.0,-999,7.0,10.5,976.5,11.4,79.0,14.8,9.4,-999.0
3668,18790712,-999,-999.0,-999.0,1,0.9,1,-999.0,-999,7.0,11.5,978.6,13.2,73.0,17.9,8.5,-999.0
3668,18790713,-999,-999.0,-999.0,1,4.7,1,-999.0,-999,6.3,16.1,971.6,17.4,74.0,24.5,10.6,-999.0
3668,18790714,-999,-999.0,-999.0,1,1.6,1,-999.0,-999,6.0,13.9,971.9,14.9,83.0,19.6,12.1,-999.0
3668,18790715,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,7.7,12.9,972.9,12.8,81.0,17.0,7.7,-999.0
3668,18790716,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,6.3,12.5,975.6,14.5,71.0,19.2,9.8,-999.0
3668,18790717,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,3.7,12.8,975.1,15.6,67.0,21.5,8.8,-999.0
3668,18790718,-999,-999.0,-999.0,1,0.0,0,-999.0,-999,2.3,13.5,976.9,16.2,64.0,23.0,7.4,-999.0
